gene,chrom,pstart,pend,strand,mean5mC,n_cpg
Zmynd12,NC_086023.1,138310257,138314257,+,0.228939529837251,119
Rimkla,NC_086023.1,138382132,138386132,-,0.341719205298013,135
Foxj3,NC_086023.1,138423623,138427623,+,0.148678554731172,193
Guca2a,NC_086023.1,138520446,138524446,+,0.631533136593592,51
Guca2b,NC_086023.1,138532210,138536210,-,0.749172350993377,48
Hivep3,NC_086023.1,138608592,138612592,+,0.222185111618914,131
Edn2,NC_086023.1,139034576,139038576,+,0.745811767782426,85
Foxo6,NC_086023.1,139159629,139163629,-,0.123585507757405,197
Scmh1,NC_086023.1,139274352,139278352,+,0.154277940654923,180
Ctps1,NC_086023.1,139438441,139442441,-,0.197647686547205,146
Slfnl1,NC_086023.1,139400861,139404861,+,0.86850496941896,34
LOC134486984,NC_086023.1,139460603,139464603,-,0.767787640449438,33
Cited4,NC_086023.1,139530165,139534165,+,0.18659478046595,140
Kcnq4,NC_086023.1,139610212,139614212,-,0.213042518472906,191
Nfyc,NC_086023.1,139688545,139692545,-,0.152236824196597,133
Rims3,NC_086023.1,139712302,139716302,+,0.38156190070922,95
Exo5,NC_086023.1,139780963,139784963,-,0.281064413177763,68
Zfp69,NC_086023.1,139799650,139803650,-,0.22757388365424,117
Smap2,NC_086023.1,139860156,139864156,-,0.219855709754163,132
Rpl10al3,NC_086023.1,139869925,139873925,-,0.840850387323944,58
Col9a2,NC_086023.1,139890798,139894798,+,0.63595910105196,115
Zmpste24,NC_086023.1,139943532,139947532,-,0.243568887511621,81
Tmco2,NC_086023.1,139952461,139956461,-,0.841332541366143,60
Rlf,NC_086023.1,140050419,140054419,-,0.184970547782784,96
LOC120102971,NC_086023.1,140068274,140072274,+,0.537916093835243,56
LOC120103098,NC_086023.1,140346383,140350383,-,0.708031652289317,38
Ppt1,NC_086023.1,140404318,140408318,+,0.43656026113157,71
Cap1,NC_086023.1,140505678,140509678,-,0.755285496481626,69
Mfsd2a,NC_086023.1,140523828,140527828,-,0.242756997144023,104
Mycl,NC_086023.1,140557843,140561843,+,0.129126884920635,173
Trit1,NC_086023.1,140576459,140580459,+,0.602772228637413,69
Bmp8b,NC_086023.1,140669117,140673117,+,0.555728602216749,135
Oxct2b,NC_086023.1,140679746,140683746,+,0.856090457134062,150
Ppie,NC_086023.1,140702347,140706347,-,0.354193435114504,90
Hpcal4,NC_086023.1,140737577,140741577,+,0.256467560158392,120
Nt5c1a,NC_086023.1,140756219,140760219,+,0.346588640366326,114
Heyl,NC_086023.1,140791271,140795271,+,0.451810783824264,95
Pabpc4,NC_086023.1,140845835,140849835,+,0.151648035027766,134
Bmp8a,NC_086023.1,140900881,140904881,-,0.315754299472598,139
Oxct2a,NC_086023.1,140885672,140889672,-,0.606189257923705,156
Macf1,NC_086023.1,141232127,141236127,-,0.240485232421548,192
Macf1l1,NC_086023.1,140968056,140972056,-,0.171621962847279,120
Ndufs5,NC_086023.1,141262552,141266552,-,0.312185934868052,98
Akirin1,NC_086023.1,141287617,141291617,-,0.167759901939885,124
Rhbdl2,NC_086023.1,141320246,141324246,+,0.793856535087719,58
LOC134479028,NC_086023.1,141396273,141400273,+,0.836571142857143,45
Mycbp,NC_086023.1,141418727,141422727,+,0.254518755568756,133
Rragc,NC_086023.1,141431014,141435014,+,0.188909303758472,136
Pou3f1,NC_086023.1,142193090,142197090,+,0.424439264651677,356
Utp11,NC_086023.1,142228859,142232859,-,0.296269704198473,76
Fhl3,NC_086023.1,142236634,142240634,+,0.169651032346869,116
Sf3a3,NC_086023.1,142244556,142248556,+,0.535758095543444,96
Inpp5b,NC_086023.1,142279454,142283454,+,0.558548441926346,70
Mtf1,NC_086023.1,142345024,142349024,+,0.262557366255144,106
C5h1orf122,NC_086023.1,142392804,142396804,-,0.106583182244451,189
Yrdc,NC_086023.1,142392833,142396833,+,0.109007900466563,190
Maneal,NC_086023.1,142404960,142408960,-,0.271191500415627,151
LOC120102977,NC_086023.1,142416608,142420608,+,0.800802951039571,60
Epha10,NC_086023.1,142422260,142426260,+,0.171344688644689,119
Cdca8,NC_086023.1,142481336,142485336,-,0.276295607997378,91
Airim,NC_086023.1,142481355,142485355,+,0.276295607997378,91
Rspo1,NC_086023.1,142534162,142538162,+,0.217519137113908,166
Gnl2,NC_086023.1,142575798,142579798,+,0.341835354927636,73
Dnali1,NC_086023.1,142609970,142613970,-,0.174972904442582,127
Snip1,NC_086023.1,142611028,142615028,+,0.196272811805134,131
Meaf6,NC_086023.1,142626281,142630281,+,0.27047704794262,144
Zc3h12a,NC_086023.1,142668051,142672051,-,0.340001592425221,116
Grik3,NC_086023.1,143050442,143054442,+,0.894929090401006,250
Csf3r,NC_086023.1,143581126,143585126,+,0.839931412429379,82
Mrps15,NC_086023.1,143604141,143608141,+,0.404085875706215,90
Oscp1,NC_086023.1,143616186,143620186,+,0.40511733974359,90
Lsm10,NC_086023.1,143647817,143651817,+,0.873948329621381,66
Stk40,NC_086023.1,143658438,143662438,+,0.592694741532977,92
Eva1b,NC_086023.1,143709627,143713627,+,0.106144466286613,152
Sh3d21,NC_086023.1,143727073,143731073,-,0.925897576782192,100
Thrap3,NC_086023.1,143770105,143774105,-,0.194695093151404,110
Map7d1,NC_086023.1,143835597,143839597,-,0.202639917208752,176
Trappc3,NC_086023.1,143841612,143845612,+,0.216225996112731,79
Col8a2,NC_086023.1,143868754,143872754,+,0.443793145956608,110
Adprs,NC_086023.1,143901816,143905816,-,0.320335022719329,151
Tekt2,NC_086023.1,143905724,143909724,-,0.786811042944785,106
Ago3,NC_086023.1,143996746,144000746,-,0.267970636649722,97
Ago1,NC_086023.1,144062740,144066740,-,0.840341536614646,59
Ago4,NC_086023.1,144108422,144112422,-,0.220955677557579,167
Clspn,NC_086023.1,144132619,144136619,+,0.267328522057329,97
C5h1orf216,NC_086023.1,144166240,144170240,+,0.906011793611794,68
Psmb2,NC_086023.1,144253058,144257058,+,0.181293333333333,76
Tfap2e,NC_086023.1,144312618,144316618,-,0.4258991756732,186
Ncdn,NC_086023.1,144330117,144334117,-,0.121601059278875,144
KIAA0319l,NC_086023.1,144330242,144334242,+,0.116650662859474,144
Zmym4,NC_086023.1,144549747,144553747,-,0.81609237199582,30
Sfpq,NC_086023.1,144619678,144623678,+,0.163115315315316,154
Zmym1,NC_086023.1,144664334,144668334,-,0.403524536827836,71
Zmym6,NC_086023.1,144678819,144682819,+,0.557897763157895,74
Tmem35b,NC_086023.1,144728763,144732763,+,0.449241157811261,56
Dlgap3,NC_086023.1,144774414,144778414,+,0.171587897450587,194
Smim12,NC_086023.1,144851887,144855887,+,0.385176440533636,102
Gja4,NC_086023.1,144918324,144922324,-,0.548630841121496,103
Gjb3,NC_086023.1,144937435,144941435,-,0.772639333080712,88
Gjb4,NC_086023.1,144962014,144966014,-,0.729142703284868,58
Gjb5,NC_086023.1,144966051,144970051,-,0.72043445945946,81
C5h1orf94,NC_086023.1,145608294,145612294,-,0.835568839884947,109
Csmd2,NC_086023.1,145624823,145628823,+,0.932165858375483,203
Hmgb4,NC_086023.1,145899147,145903147,-,0.369678085106383,53
Zscan20,NC_086023.1,146238678,146242678,-,0.338622216245293,84
Tlr12,NC_086023.1,146246564,146250564,-,0.870528121398387,71
Phc2,NC_086023.1,146283000,146287000,+,0.204792350119904,140
A3galt2,NC_086023.1,146383725,146387725,+,0.700055096097845,52
Zfp362,NC_086023.1,146435707,146439707,-,0.0853404893678998,217
Trim62,NC_086023.1,146514349,146518349,+,0.179799778024417,176
Azin2,NC_086023.1,146592777,146596777,-,0.325752817597628,126
Ak2,NC_086023.1,146607469,146611469,+,0.870304003202562,46
Rnf19b,NC_086023.1,146688453,146692453,+,0.176053665651953,178
Tmem54,NC_086023.1,146731557,146735557,+,0.654904884667571,93
Hpca,NC_086023.1,146748961,146752961,-,0.353717601351351,148
Fndc5,NC_086023.1,146763951,146767951,+,0.51054771797293,106
S100pbp,NC_086023.1,146818223,146822223,-,0.0735196837944664,138
Yars1,NC_086023.1,146818163,146822163,+,0.0801334796926454,139
Nhsl3,NC_086023.1,146875504,146879504,-,0.291076286966046,127
LOC134479086,NC_086023.1,146898925,146902925,+,0.891435039717564,59
Sync,NC_086023.1,146913715,146917715,+,0.375593883610451,125
Rbbp4,NC_086023.1,146957501,146961501,-,0.0996535239439933,168
Zbtb8os,NC_086023.1,146957939,146961939,+,0.0950495608230056,164
Zbtb8a,NC_086023.1,147003793,147007793,-,0.23396939047112,168
Diablol1,NC_086023.1,147027329,147031329,+,0.888543819655521,93
Zbtb8b,NC_086023.1,147063961,147067961,-,0.904191556156969,80
Bsdc1,NC_086023.1,147081044,147085044,+,0.233096029874214,76
Tssk3,NC_086023.1,147111593,147115593,-,0.920932505729565,133
Fam229a,NC_086023.1,147112054,147116054,+,0.917619221967963,132
Marcksl1,NC_086023.1,147133827,147137827,+,0.179997364751813,188
Hdac1,NC_086023.1,147163387,147167387,-,0.279116264645072,103
Lck,NC_086023.1,147199267,147203267,-,0.829819243604005,54
Fam167b,NC_086023.1,147204660,147208660,-,0.83226202764977,84
Eif3i,NC_086023.1,147224910,147228910,-,0.238713234706117,113
Tmem234,NC_086023.1,147224887,147228887,+,0.238713234706117,113
Dcdc2b,NC_086023.1,147239776,147243776,-,0.843701926252064,53
Iqcc,NC_086023.1,147244453,147248453,-,0.308894238310709,100
Ccdc28b,NC_086023.1,147249629,147253629,-,0.465559287410926,61
Txlna,NC_086023.1,147267410,147271410,-,0.27542285798992,106
Kpna6,NC_086023.1,147305523,147309523,-,0.788469043374926,44
Tmem39b,NC_086023.1,147328895,147332895,-,0.180581513204854,95
Khdrbs1,NC_086023.1,147372604,147376604,-,0.121159983700082,181
Ptp4a2,NC_086023.1,147447733,147451733,+,0.057196501169275,216
Spocd1,NC_086023.1,147571460,147575460,+,0.789267244270542,48
Adgrb2,NC_086023.1,147579573,147583573,+,0.359334698199788,98
Col16a1,NC_086023.1,147670559,147674559,+,0.485933131618759,104
Pef1,NC_086023.1,147733973,147737973,+,0.330210052600818,77
Hcrtr1,NC_086023.1,147769846,147773846,-,0.441113867595819,107
Tinagl1,NC_086023.1,147805925,147809925,-,0.546899669749009,105
Ldc1,NC_086023.1,147845392,147849392,-,0.805160842237587,52
Serinc2,NC_086023.1,147896797,147900797,-,0.325061365399534,115
Fabp3,NC_086023.1,147934027,147938027,+,0.347947779349364,120
Zcchc17,NC_086023.1,147982596,147986596,-,0.160327823281211,94
Snrnp40,NC_086023.1,147982758,147986758,+,0.156194294967613,94
Nkain1,NC_086023.1,148029685,148033685,+,0.267584495896835,173
Pum1,NC_086023.1,148118712,148122712,+,0.168411418047882,137
Sdc3,NC_086023.1,148247792,148251792,+,0.295189235007417,162
Laptm5,NC_086023.1,148369880,148373880,+,0.73445066768409,64
Matn1,NC_086023.1,148399364,148403364,+,0.648693624304664,86
Ptpru,NC_086023.1,149306857,149310857,-,0.172689422565194,226
Mecr,NC_086023.1,149311765,149315765,+,0.402522113564669,93
Srsf4,NC_086023.1,149343538,149347538,+,0.114993015946921,176
Tmem200b,NC_086023.1,149389865,149393865,+,0.177123524870409,322
Epb41,NC_086023.1,149546178,149550178,-,0.251858981001727,123
Oprd1,NC_086023.1,149622999,149626999,-,0.279628712871287,134
Ythdf2,NC_086023.1,149691127,149695127,-,0.837085385018334,48
Gmeb1,NC_086023.1,149744474,149748474,-,0.214931066040069,151
Taf12,NC_086023.1,149754826,149758826,+,0.149832961222092,85
Rab42,NC_086023.1,149780851,149784851,-,0.39510353765324,66
Trnau1ap,NC_086023.1,149806149,149810149,-,0.318165312977099,115
Rcc1,NC_086023.1,149826475,149830475,-,0.164192991115499,91
Phactr4,NC_086023.1,149902955,149906955,-,0.17397369519833,135
LOC120102993,NC_086023.1,149927404,149931404,+,0.832455816435432,32
Med18,NC_086023.1,149950672,149954672,-,0.243392839506173,95
Sesn2,NC_086023.1,150003255,150007255,-,0.229200958861738,128
Atp5if1,NC_086023.1,150024677,150028677,-,0.214714055555556,95
Dnajc8,NC_086023.1,150027064,150031064,+,0.210846654840345,106
Ptafr,NC_086023.1,150047322,150051322,+,0.890413511830635,59
Eya3,NC_086023.1,150088535,150092535,+,0.854984269005848,38
Xkr8,NC_086023.1,150227184,150231184,-,0.509527573062262,90
Smpdl3b,NC_086023.1,150248688,150252688,-,0.404720643322476,82
Rpa2,NC_086023.1,150258668,150262668,+,0.22489159984727,93
Themis2,NC_086023.1,150288343,150292343,-,0.56127621785174,85
Swi5l1,NC_086023.1,150296593,150300593,-,0.908980648990898,60
Ppp1r8,NC_086023.1,150330726,150334726,-,0.187417160598363,82
Stx12,NC_086023.1,150374426,150378426,-,0.137470227719989,107
Fam76a,NC_086023.1,150417526,150421526,-,0.297672870550735,164
Fgr,NC_086023.1,150471767,150475767,+,0.700997854077253,77
Wasf2,NC_086023.1,150618733,150622733,+,0.23894706632653,106
Gpr3,NC_086023.1,150696526,150700526,-,0.415661614035088,156
Cd164l2,NC_086023.1,150696662,150700662,+,0.414531090651558,155
Map3k6,NC_086023.1,150722029,150726029,+,0.195466036113499,127
Sytl1,NC_086023.1,150744840,150748840,-,0.77491270096463,55
Tmem222,NC_086023.1,150761031,150765031,-,0.264692323825503,108
Wdtc1,NC_086023.1,150841558,150845558,-,0.65892880910683,81
Slc9a1,NC_086023.1,150857412,150861412,+,0.387052411167513,83
Tent5b,NC_086023.1,150977238,150981238,+,0.209526237989653,101
Trnp1,NC_086023.1,150995148,150999148,-,0.223259951529839,158
Kdf1,NC_086023.1,151026152,151030152,+,0.939301795416962,114
Nudc,NC_086023.1,151053260,151057260,-,0.219466086647727,110
Nr0b2,NC_086023.1,151061160,151065160,+,0.876969241773962,51
Gpatch3,NC_086023.1,151081970,151085970,+,0.383714297385621,105
Gpn2,NC_086023.1,151091279,151095279,+,0.377037125591172,98
Zdhhc18,NC_086023.1,151141843,151145843,-,0.309433004778972,155
Sfn,NC_086023.1,151109854,151113854,-,0.595941295884316,121
Pigv,NC_086023.1,151183748,151187748,-,0.146365694682676,122
Arid1a,NC_086023.1,151267291,151271291,-,0.198247554904832,110
LOC120103001,NC_086023.1,151355451,151359451,-,0.437967514248137,91
Rps6ka1,NC_086023.1,151400064,151404064,-,0.247464029535865,148
Btf3l9,NC_086023.1,151468462,151472462,-,0.861955675675675,70
Rpl37al3,NC_086023.1,151469676,151473676,+,0.900620959010055,74
Hmgn2,NC_086023.1,151477361,151481361,-,0.138004830578028,198
Dhdds,NC_086023.1,151506248,151510248,-,0.363133739130435,95
Lin28a,NC_086023.1,151525884,151529884,-,0.226188573102842,134
Zfp683,NC_086023.1,151556880,151560880,+,0.788111068943707,60
Crybg2,NC_086023.1,151568154,151572154,+,0.825083287545787,98
Cd52,NC_086023.1,151603096,151607096,-,0.864906424375918,88
LOC100360087,NC_086023.1,151604496,151608496,+,0.885856231640789,76
Ubxn11,NC_086023.1,151611411,151615411,+,0.37860157750343,80
Sh3bgrl3,NC_086023.1,151637270,151641270,-,0.444141854150504,104
Cep85,NC_086023.1,151685891,151689891,-,0.175044520272983,114
Umodl,NC_086023.1,151708057,151712057,-,0.814948398576513,55
Catsper4,NC_086023.1,151729083,151733083,-,0.788803090792015,50
Cnksr1,NC_086023.1,151740049,151744049,-,0.804330263157895,71
Zfp593,NC_086023.1,151746724,151750724,-,0.438428632296549,122
C5h1orf232,NC_086023.1,151748137,151752137,+,0.373602585822559,117
Fam110d,NC_086023.1,151755743,151759743,-,0.726612426900585,62
Pdik1l,NC_086023.1,151791137,151795137,-,0.593688333999201,70
Trim63,NC_086023.1,151815209,151819209,+,0.885998852971846,84
Slc30a2,NC_086023.1,151841451,151845451,+,0.694988786444057,103
Extl1,NC_086023.1,151870830,151874830,-,0.60020895856663,91
Stmn1,NC_086023.1,151962308,151966308,+,0.194141527067536,179
Paqr7,NC_086023.1,151990849,151994849,+,0.46686149506347,77
Aunip,NC_086023.1,152004021,152008021,+,0.447074549011085,106
Mtfr1l,NC_086023.1,152028417,152032417,-,0.181075658670861,154
Selenon,NC_086023.1,152044707,152048707,-,0.380789520958084,130
Man1c1,NC_086023.1,152195737,152199737,-,0.157126192910702,236
Ldlrap1,NC_086023.1,152260290,152264290,-,0.227774179743224,136
Maco1,NC_086023.1,152356684,152360684,-,0.122462753246753,233
Rhd,NC_086023.1,152369160,152373160,+,0.891107528409091,75
Tmem50a,NC_086023.1,152420539,152424539,-,0.304085389031875,132
Rsrp1,NC_086023.1,152429448,152433448,+,0.107297199369858,181
Syf2,NC_086023.1,152438171,152442171,+,0.258911142284569,94
Runx3,NC_086023.1,152642270,152646270,+,0.809273287671233,96
Clic4,NC_086023.1,152795118,152799118,-,0.1593688671875,185
Srrm1,NC_086023.1,152873554,152877554,-,0.0886819274845013,147
Ncmap,NC_086023.1,152919175,152923175,-,0.433915626772547,116
LOC134487010,NC_086023.1,152916686,152920686,+,0.78822463193658,56
Rcan3,NC_086023.1,152953502,152957502,-,0.29020137122912,141
Nipal3,NC_086023.1,153008006,153012006,-,0.226971263602043,124
Stpg1,NC_086023.1,152998663,153002663,+,0.704077233165369,65
Grhl3,NC_086023.1,153087890,153091890,-,0.300523233325068,112
Ifnlr1,NC_086023.1,153201597,153205597,+,0.444353939886271,100
Il22ra1,NC_086023.1,153243067,153247067,+,0.877273984442524,83
Myom3,NC_086023.1,153274306,153278306,+,0.725572302463891,52
LOC120103104,NC_086023.1,153361432,153365432,-,0.773531468071099,51
Srsf10,NC_086023.1,153370307,153374307,+,0.124707944706061,169
Pnrc2,NC_086023.1,153388506,153392506,-,0.211168044019934,109
Cnr2,NC_086023.1,153406968,153410968,+,0.701917318900916,57
Fuca1,NC_086023.1,153434262,153438262,+,0.328445403064624,113
Hmgcl,NC_086023.1,153459738,153463738,+,0.2775489044141,88
Gale,NC_086023.1,153475420,153479420,+,0.224735007203128,125
Lypla2,NC_086023.1,153484692,153488692,-,0.30595061247216,93
Pithd1,NC_086023.1,153498025,153502025,-,0.132252698695136,121
Eloa,NC_086023.1,153528819,153532819,-,0.172865252774353,127
Rpl11,NC_086023.1,153559230,153563230,-,0.300962010221465,102
Id3,NC_086023.1,153654253,153658253,+,0.104904938744257,134
E2f2,NC_086023.1,153680789,153684789,+,0.210057142857143,135
Asap3,NC_086023.1,153714988,153718988,+,0.230125085324232,98
Tcea3,NC_086023.1,153758401,153762401,+,0.274268696001608,123
Zfp46,NC_086023.1,153800887,153804887,+,0.0866217470760233,94
Hnrnpr,NC_086023.1,153824482,153828482,+,0.058493116975749,159
Htr1d,NC_086023.1,153937735,153941735,+,0.346939717891611,143
Luzp1,NC_086023.1,153987570,153991570,+,0.120202875352008,167
Kdm1a,NC_086023.1,154119913,154123913,-,0.311879586950015,186
Tex46,NC_086023.1,154130763,154134763,+,0.832127057274523,40
Lactbl1,NC_086023.1,154144188,154148188,+,0.63044347826087,38
Ephb2,NC_086023.1,154358459,154362459,-,0.26853701707098,244
C1qb,NC_086023.1,154405827,154409827,-,0.786489947728187,67
C1qc,NC_086023.1,154412208,154416208,-,0.578668387413963,55
C1qa,NC_086023.1,154417933,154421933,-,0.811440865384616,56
Epha8,NC_086023.1,154474966,154478966,-,0.236908312866049,157
Zbtb40,NC_086023.1,154567390,154571390,-,0.70910277902286,54
Wnt4,NC_086023.1,154795245,154799245,+,0.156112437740145,220
Cdc42,NC_086023.1,154874629,154878629,-,0.213122235023042,158
Cela3b,NC_086023.1,154918333,154922333,-,0.877871607515658,44
1700013G24Rikl,NC_086023.1,154940522,154944522,+,0.899040865384615,20
Hspg2,NC_086023.1,154958818,154962818,+,0.207147604889329,130
Ldlrad2,NC_086023.1,155068752,155072752,-,0.884545509790682,46
Usp48,NC_086023.1,155081520,155085520,+,0.21982138270548,133
Rap1gap,NC_086023.1,155155511,155159511,+,0.407670193929174,87
Alpl,NC_086023.1,155287785,155291785,-,0.448085005800464,134
Ece1,NC_086023.1,155359031,155363031,+,0.160847060944825,119
Eif4g3,NC_086023.1,155479378,155483378,+,0.141189692423106,186
Hp1bp3,NC_086023.1,155717109,155721109,+,0.129872781232335,212
Sh2d5,NC_086023.1,155751087,155755087,+,0.300988532338308,138
Kif17,NC_086023.1,155763592,155767592,+,0.355399194244605,132
Ddost,NC_086023.1,155803612,155807612,+,0.29164452325965,127
Pink1,NC_086023.1,155823950,155827950,-,0.223834296028881,130
Cda,NC_086023.1,155864541,155868541,-,0.522189381933439,64
Fam43b,NC_086023.1,155894359,155898359,-,0.173486646661665,208
Mul1,NC_086023.1,155934112,155938112,+,0.224563762941806,112
Camk2n1,NC_086023.1,155956116,155960116,+,0.105320523091423,259
Vwa5b1,NC_086023.1,156146155,156150155,-,0.648626495726496,59
LOC108351048,NC_086023.1,156157999,156161999,+,0.865312864211105,68
Ubxn10,NC_086023.1,156240877,156244877,-,0.65682362330407,79
Pla2g2c,NC_086023.1,156239142,156243142,+,0.718692241905925,96
Pla2g2f,NC_086023.1,156274464,156278464,-,0.860808714511041,76
Pla2g2d,NC_086023.1,156297374,156301374,+,0.82335700211119,48
Pla2g5,NC_086023.1,156391065,156395065,-,0.587224857468643,62
Pla2g2a,NC_086023.1,156357725,156361725,+,0.89215041480536,51
Pla2g2e,NC_086023.1,156402639,156406639,+,0.741283689538808,41
Otud3,NC_086023.1,156443341,156447341,-,0.350941163522012,148
Rnf186,NC_086023.1,156491750,156495750,+,0.80227528363047,88
Tmco4,NC_086023.1,156496506,156500506,+,0.410446730200461,113
Htr6,NC_086023.1,156593147,156597147,-,0.50112833959429,185
Nbl1,NC_086023.1,156611182,156615182,-,0.207892139360783,164
Micos10,NC_086023.1,156648631,156652631,-,0.2312784,132
Capzb,NC_086023.1,156716619,156720619,+,0.201567176239354,139
